name,RA_1,Dec_1,REDSHIFT_1,PLATE_1,FIBER_1,MJD_1,UNIFORM_TARGET,MI_Z2,LOGLBOL,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL_MGII,EW_MGII,LOGL_BROAD_MGII,EW_BROAD_MGII,LOGL_CIV,EW_CIV,VOFF_CIV_PEAK,LOGEDD_RATIO,Z_HW,E_BV
161126.20+412452.7,242.85917200000003,41.414648,1.6624000072479248,1171,358,52753,1,-27.224083863339278,46.75732008163426,1,0,0.0,-26.8522143196673,-1.0,44.15448498444814,35.36009045466839,44.095184297872066,30.846982049170204,44.37977359842208,24.135650174130458,-229.7563254736234,-1.1507670005144561,1.669116,0.01043277233839035
162307.62+390932.3,245.781766,39.159,1.9757000207901,1172,300,52759,1,-29.039805311677238,47.67667112632655,0,1,181.84623855655545,-26.152877882286475,258.57242265033386,44.8015567980947,22.751886408449256,44.797018932284104,22.51539368022177,45.350216204074655,31.262307542097982,-36.86207291968669,-0.09182952497075547,1.981169,0.009138033725321293
162406.48+404017.4,246.027037,40.671508,1.7146999835968018,1172,361,52759,1,-26.685001377766202,46.72209715544654,0,0,0.0,-26.88697998793913,-1.0,44.131487042482135,35.57706858347341,44.128259134204306,35.3136210840043,44.703583530643776,45.369267110370764,1544.4626362885997,-1.0110385309442975,1.708201,0.006889214273542166
163444.84+375308.9,248.686871,37.885824,1.6862000226974487,1173,177,52790,1,-27.56559400576121,47.0399848098061,0,0,0.0,-26.596554713801854,-1.0,44.17853724094474,19.763741190239998,44.13247087409486,17.77472094539833,44.922470024678994,45.53471422363513,188.0244821959436,-0.37976207514888216,1.688851,0.015243886969983578
163218.57+372317.9,248.07739500000002,37.388306,2.0481998920440674,1173,260,52790,1,-27.72607915791705,47.04696931873639,0,0,0.0,-26.711509572065054,-1.0,44.28046704572496,22.72546863531868,44.28046704572496,22.72546863531868,44.841508755855706,40.479860213182064,402.0453330594685,-0.22099585436235714,2.049703,0.010865431278944016
163515.49+380804.4,248.814565,38.13458,1.813099980354309,1173,594,52790,1,-28.052305216392302,47.37244202422373,0,1,2474.9011861410695,-26.337012623974815,5377.3770308204175,44.343245237501,13.61483586059881,44.30392742817156,12.43639766522391,44.96800014144631,29.508890774636207,305.75487618353753,-0.25986098991685225,1.81285,0.011903148144483566
163600.38+382114.1,249.00158599999997,38.353918,1.7381999492645264,1173,638,52790,1,-26.37924844975557,46.52033115578129,0,0,0.0,-27.091188449276636,-1.0,43.795925944215405,25.9532870366533,43.76680787356661,24.237386566241625,44.13144202101413,18.495244924288674,1256.6009815686755,-1.0105216325744806,1.738402,0.008660021238029003
164104.49+355021.0,250.26872200000003,35.839177,1.7812999486923218,1174,233,52782,1,-27.259952127222185,46.781869912744234,0,0,0.0,-26.870115957698257,-1.0,44.164014631164136,33.78912970808088,44.04915334012485,25.90614660543606,44.891751955863015,68.3551418243436,-154.72715211298961,-0.9817210014287738,1.786017,0.024048831313848495
163923.80+362019.9,249.84917799999997,36.338878,1.7482999563217163,1174,491,52782,1,-27.61053195359093,47.00871665085,0,0,0.0,-26.625417159867634,-1.0,44.21768759859638,22.616927980152195,44.21768759859638,22.616927980152195,44.634551111285624,22.068989223431586,1021.8416288481302,-0.7871592973971957,1.748947,0.022670738399028778
164442.21+360003.2,251.175898,36.000907,1.9610999822616577,1174,625,52782,1,-27.402471530220836,47.077634993062176,0,0,0.0,-26.759538909585256,-1.0,44.36948819237446,35.83214101052237,44.354323353690184,34.60253525789811,44.82315447178057,35.582109309814896,1192.5940034494085,-0.8756042038634959,1.968412,0.020156370475888252
164957.60+335740.0,252.49003,33.961112,1.7654999494552612,1175,483,52791,1,-26.48536174354373,46.614569350682835,0,0,0.0,-27.039448713075878,-1.0,43.8446519289089,23.997659447512678,43.83769301694102,23.616197600460783,44.132191377533196,16.716555913595048,947.106763908204,-0.6174098617183219,1.768877,0.022583208978176117
165125.20+335724.4,252.855009,33.956802,1.7997000217437744,1175,524,52791,1,-27.099868944240804,46.861841059655134,0,0,0.0,-26.816743290994257,-1.0,44.2282731421786,33.121381330480006,44.20895305450501,31.680231982931616,44.65129555931969,34.95608120822551,284.35279154802873,-0.5689114329125715,1.803954,0.025242984294891357
165159.00+341048.6,252.995858,34.18018,1.6698999404907227,1175,562,52791,1,-26.35440237911429,46.561667543367875,0,0,0.0,-27.030787721214853,-1.0,44.11898594877971,50.21043388712671,44.11170210148424,49.37534315913362,44.5747681154735,51.08322156562785,1011.1663639411157,-0.6214935185644279,1.668845,0.020141229033470154
165146.28+331209.1,252.942837,33.202528,1.8121999502182007,1176,361,52791,1,-27.080200533363914,46.90194719450836,0,0,0.0,-26.822991766085345,-1.0,44.08859945758058,22.693822760581973,44.023434542857956,19.5061938250183,44.4400840692155,37.852590749980735,637.2916914231328,-0.7587822782610729,1.814081,0.023931317031383514
165141.98+321441.5,252.924919,32.244882000000004,1.7776000499725342,1176,390,52791,1,-27.22901223675279,46.85939722253129,0,0,0.0,-26.799813842606916,-1.0,44.27527626260346,36.803423700003904,44.256728375155966,35.264711405479176,44.81911973138877,53.49453011141675,573.1519315458855,-0.4699969409605771,1.781375,0.03238751366734505
213737.46-083546.6,324.40610899999996,-8.596302,1.878999948501587,1177,295,52824,0,-26.7608475348518,46.673794528067994,0,0,0.0,-27.038731440865426,-1.0,43.969980757467916,28.177226414340417,43.96616839666994,27.930961161053183,44.42197790233175,38.949554258665685,-144.0102305748395,-0.6352029064428422,1.885794,0.03293844312429428
214011.36-074133.7,325.047372,-7.692698,1.9931999444961548,1177,467,52824,0,-26.96960174657734,46.79491924597121,0,0,0.0,-26.979524984180504,-1.0,44.16253815600589,36.64986415715907,44.14673766757399,35.34043418352519,44.61803725297447,37.75621197094494,1139.244372075057,-0.6496567083478837,1.992657,0.03687376156449318
214408.82-071714.5,326.036752,-7.287379,1.9431999921798706,1177,541,52824,0,-26.868440091832085,46.76328889665868,0,0,0.0,-27.07751420725314,-1.0,44.14926663448626,49.01186438183869,44.069836518932284,40.81982209263744,44.49180773035368,33.141807164960355,1053.865135100718,-0.79201826202506,1.948671,0.036032285541296005
214451.38-081520.1,326.214121,-8.255608,1.697700023651123,1178,185,52825,0,-26.88605316181259,46.76508119478292,0,0,0.0,-26.852856050439303,-1.0,44.18047221173403,36.60684083793928,44.17595991847767,36.15600613888847,44.776348154186984,60.10640300862766,1256.6009815686755,-0.8575514706541583,1.692955,0.052272867411375046
214432.75-075442.7,326.136477,-7.911874000000001,1.8113000392913818,1178,187,52825,0,-27.258029498129414,46.84047863735026,0,2,101.95783058781382,-26.823005483769382,678.3066423655662,44.23630617026454,34.81977617890994,44.21965581941256,33.51009231880238,44.808919850893105,53.27635904667359,305.75487618353753,-0.6255533638732302,1.810734,0.04109325259923935
081844.96+032318.3,124.687335,3.388421,1.8252999782562256,1184,107,52641,1,-27.224429780986323,46.88188743252129,0,0,0.0,-26.80339464188578,-1.0,44.068461909839215,21.80562875398454,44.05383778182221,21.083586294408452,44.7174133017376,42.148739512053766,434.13527171652595,-0.4732606659879437,1.827495,0.021323516964912415
081821.11+040454.2,124.587993,4.081736,1.8905999660491943,1184,416,52641,1,-26.708189568417524,46.69264543365702,0,0,0.0,-26.99635557407204,-1.0,44.048288098534435,31.518287498969293,44.0287250649699,30.130031042822722,44.57119274839557,40.38147457712535,733.4755531452332,-0.31008803679994656,1.901942,0.020417477935552597
082722.73+032755.9,126.84473,3.465551,2.0225000381469727,1185,44,52642,1,-27.624901843977018,46.96267351020112,0,0,0.0,-26.77398807364352,-1.0,44.113266885809175,19.775083621944436,44.09940291533545,19.153773974031857,43.66718468642866,3.033954129317626,1778.8113389586908,-0.2893794491471482,2.030959,0.03017170913517475
082510.09+031801.4,126.292049,3.300411,2.038599967956543,1185,88,52642,1,-28.056233553242702,47.22160335485623,0,0,0.0,-26.56779550269391,-1.0,44.44186704458723,24.48021402925797,44.44186704458723,24.48021402925797,44.976925976190394,36.108250215536735,1267.267477253179,-0.5842250915686904,2.043315,0.04299004375934601
082604.09+042535.6,126.51705,4.4265620000000006,1.9872000217437744,1185,402,52642,1,-27.050204848697412,46.692660453432914,0,0,0.0,-26.998425379639496,-1.0,44.34334442921236,54.84638813820346,44.32773017690436,52.909514988396346,44.405353297071734,29.964798369354483,327.1554314807326,-0.3833152974973686,1.982715,0.02379176951944828
083709.92+041059.4,129.291339,4.183191000000001,1.715000033378601,1186,64,52646,1,-27.533420119343806,46.97623036992478,0,0,0.0,-26.657740454353277,-1.0,44.41834437096222,39.203280580665094,44.41834437096222,39.077194440708105,44.992111245957815,73.1392576198468,1181.9248396337573,-0.7979078149903955,1.708503,0.028463948518037796
083444.58+042302.1,128.685778,4.383937,1.9601999521255493,1186,144,52646,1,-28.056162669457446,47.075195314903155,0,0,0.0,-26.566206329761865,-1.0,44.513111962171514,30.222161277964588,44.513111962171514,30.222161277964588,45.04731361060054,54.84244262926278,-79.7167419520584,-0.39065381061219284,1.963613,0.02901158109307289
083458.56+043104.2,128.74403600000002,4.517858,1.9357999563217163,1186,152,52646,1,-26.73396350203207,46.71644792409536,0,0,0.0,-27.08334489565626,-1.0,44.01826389768689,34.677996821679734,44.00087684806962,33.31708162606738,44.37150560962857,28.52342403939832,530.3844519454666,-0.7171777284698919,1.941347,0.03222736716270447
084021.75+061943.6,130.090648,6.328790000000001,1.8157000541687012,1187,368,52708,1,-27.016234571166212,46.77007981343906,1,0,0.0,-26.883653046073107,-1.0,44.05047261032272,26.421061496618773,43.99774532286683,23.445420542719187,44.4793697217272,27.231572815848693,-133.29369194570202,-0.7715805128001492,1.821822,0.03543112799525261
084722.60+040613.8,131.84420500000002,4.103846,1.6992000341415405,1188,69,52650,1,-26.434580178967312,46.5960282381394,1,0,0.0,-26.990765514980524,-1.0,44.098581232479916,43.51062006088433,44.0920657787195,42.86272902079082,44.56333244399001,46.621928353909624,1842.6926572755126,-1.1498972045908502,1.692195,0.03682216256856918
084505.86+040613.7,131.274453,4.103815,1.756700038909912,1188,142,52650,1,-26.606850818389606,46.58479481141648,0,0,0.0,-27.047096040020246,-1.0,43.941567839675734,31.61817128989129,43.941567839675734,31.899281965856378,44.27773109113806,27.3602491873482,-4.725090299166616,-1.0394438717747576,1.769769,0.038545697927474976
084441.36+042949.1,131.172351,4.496985,1.9018000364303589,1188,156,52650,1,-27.106874691689768,46.74510913853291,0,0,0.0,-26.95364833358607,-1.0,44.25193816286491,43.47988508949359,44.2488198982223,43.168814575160454,44.668317586837226,48.714638584123875,925.7505119164218,-0.4849635204355849,1.898929,0.031137531623244286
085027.26+062933.5,132.61359099999999,6.492662999999999,1.7436000108718872,1189,474,52668,1,-26.65797118443984,46.62048334695364,1,0,0.0,-27.002361351746615,-1.0,43.867998486531505,24.518283869867563,43.8317226620778,22.553515391725806,44.416303566649994,34.40710202918913,893.7132723210798,-0.48549726978991004,1.743533,0.054784052073955536
085511.86+065701.7,133.799428,6.950491,1.7558000087738037,1189,561,52668,1,-26.87945623015153,46.72547399567073,0,0,0.0,-26.91739263214705,-1.0,44.05846424291286,30.23351428330752,44.04299354141307,29.175474643935456,44.66425859533795,47.14053316320411,733.4755531452332,-0.3209016358556198,1.761512,0.07693460583686829
085701.60+062108.8,134.25669399999998,6.352459,1.9555000066757202,1189,636,52668,1,-28.015226410374204,47.2140575000298,0,0,0.0,-26.597566428059935,-1.0,44.593687493030224,42.74977968234151,44.5897813455556,42.36700201145769,44.97483259045905,36.28529579117292,744.1607397674087,-0.4402392636067205,1.955367,0.05103965848684311
084957.92+042438.9,132.491348,4.410812,1.7813999652862549,1190,218,52670,1,-27.185040458978225,46.778516506154496,0,0,0.0,-26.844599912330306,-1.0,44.08596446162276,27.73754896189257,44.07775336328741,27.218048493880072,44.59202654844174,29.062005997142943,-165.44445657326608,-0.434819899505392,1.792846,0.05274055898189545
085453.52+052314.7,133.723011,5.387428,1.7019000053405762,1190,458,52670,1,-27.00377496896704,46.76502899840921,0,0,0.0,-26.817996699245814,-1.0,44.17072702834132,34.659657236540895,44.165540945038636,34.24823384555533,44.62398331689335,27.71079311269686,1587.0851941912651,-0.610703904850304,1.704717,0.06589309126138687
085624.19+044737.4,134.100832,4.793728,2.0497000217437744,1190,552,52670,1,-27.570581197839477,47.00567317518071,0,0,0.0,-26.781067604144674,-1.0,44.27442075658638,26.890041955787638,44.23666663759735,24.65116001888375,44.674465207264255,29.601733498519522,1512.4917200003824,-0.7195646642772786,2.049486,0.045593615621328354
085859.07+043805.1,134.74615,4.634772,1.8658000230789185,1190,638,52670,1,-26.74051836388594,46.69193545547343,0,0,0.0,-26.98710604305865,-1.0,44.09568004383332,35.22125466803903,44.08870114063093,34.65978938583835,44.40187321267893,28.82946513091958,1043.1910144143017,-0.588637331575427,1.874661,0.04064314067363739
090343.08+062647.4,135.92951399999998,6.446502,1.6656999588012695,1191,150,52674,1,-26.611757726110007,46.58235346402025,0,0,0.0,-26.99660117307436,-1.0,43.88375382891767,27.57397067039726,43.88375382891767,27.57397067039726,44.30740384611948,27.682348122088754,-358.4214321998795,-0.3999650982293872,1.679378,0.06183767318725586
090014.11+062158.3,135.058821,6.3661970000000005,1.6520999670028687,1191,233,52674,1,-27.179042777713363,46.819660071592615,0,0,0.0,-26.786433384594332,-1.0,44.16119309325314,31.15025332664077,44.11162275945198,27.790172917063636,44.57606289198947,40.31985427768929,5.9864717610435285,-0.7340834065848085,1.65538,0.07326185703277588
090040.64+052846.1,135.169352,5.479492,1.9520000219345093,1191,244,52674,1,-27.390848237459082,46.8960721784736,0,0,0.0,-26.854022600002416,-1.0,44.16055692790933,27.812935163531417,44.13560747070652,26.26015989828693,44.76602783565219,45.46326101142279,1032.516512334477,-0.6304257422021777,1.954955,0.04417208209633827
090246.29+071308.9,135.692887,7.2191529999999995,1.8518999814987183,1191,371,52674,1,-26.858251515409595,46.769138837035406,0,0,0.0,-26.92577996067269,-1.0,44.078515641779326,28.887877779368175,44.078515641779326,28.887877779368175,44.57588743304711,40.45190035846348,252.2467968463965,-0.672636399170365,1.859752,0.06370186805725098
085950.83+065709.2,134.96182199999998,6.952583,1.8461999893188477,1191,391,52674,1,-27.507579724032848,46.93222863888378,0,0,0.0,-26.747904700513146,-1.0,44.31711135404064,34.002518519146655,44.30422648718275,33.0085326637774,44.78408971038608,43.314012357387014,712.104034521381,-0.8467277013895114,1.848795,0.0635184720158577
090653.36+070412.1,136.722371,7.0700330000000005,1.7274999618530273,1191,539,52674,1,-27.802862236233654,47.09495082399725,0,0,0.0,-26.535032819519508,-1.0,44.337545820635455,24.552145046506332,44.321940313247396,23.685575078085574,44.757767662254814,27.761427531502328,487.61085958027655,-0.5708666667988993,1.732222,0.05582939088344574
090830.32+042436.3,137.12637,4.4101,1.7475999593734741,1192,19,52649,1,-26.99378606377026,46.806731447882754,0,0,0.0,-26.834148696620833,-1.0,44.15547637976164,31.397695816423802,44.12392204172034,29.197350246853905,44.678995626968884,44.84995526660919,-4.725090299166616,-0.9084077540356716,1.751838,0.03863953799009323
091329.67+043804.4,138.37364499999998,4.634567,1.7265000343322754,1193,127,52652,1,-27.264632629092706,46.92981343895162,0,0,0.0,-26.72812265565416,-1.0,44.3170815519498,35.12234696216091,44.274853817126484,31.868072316276656,44.80498084498933,51.426522995747156,808.2638427057303,-0.7008201663718481,1.726146,0.043270185589790344
091650.43+060720.0,139.210128,6.1222389999999995,1.9392000436782837,1194,18,52703,1,-28.128390655775437,47.21710648437934,0,1,10.53330985081923,-26.482750679149177,32.0122012762913,44.558875821031975,28.29198115058965,44.53874145935307,26.987752168809624,45.036905289215376,40.90186714525702,348.55445754888416,-0.3738936894172795,1.940492,0.04062913358211517
091402.36+062835.1,138.509843,6.476441,1.9811999797821045,1194,195,52703,1,-27.129285855298512,46.87355903109405,0,0,0.0,-26.916438565940847,-1.0,44.1668064661815,31.889219238361555,44.15519511193841,31.04792152642397,44.653450247662605,35.55816709557577,-58.28864183721984,-0.5663854233849364,1.986682,0.04117128998041153
090954.67+060903.5,137.477817,6.150986,1.6720999479293823,1194,290,52703,1,-27.1729151846631,46.9479380788131,0,0,0.0,-26.65033101180402,-1.0,44.15742945010144,22.63503911565423,44.151612044437655,22.333862789401724,44.898181020303205,48.75894450313733,444.8311535761203,-0.32167894614830317,1.669123,0.040384553372859955
091339.34+072328.9,138.413942,7.391377,1.770300030708313,1194,413,52703,1,-27.344279771948404,46.87226529502889,0,0,0.0,-26.74675679712277,-1.0,44.2340147897539,31.45502277463208,44.2340147897539,31.45502277463208,44.47171806049277,22.988733258555893,220.13736051851814,-0.4680326197715061,1.784038,0.04177895560860634
092641.49+071422.2,141.672915,7.239511,1.9127000570297241,1195,74,52724,1,-28.19581381717216,47.30126420124327,0,0,0.0,-26.41854495065028,-1.0,44.39082705075729,17.376965266565627,44.39082705075729,17.376965266565627,44.8019778621214,19.387227089289812,188.0244821959436,-0.4436537481405409,1.930607,0.054765306413173676
092329.78+064924.9,140.874115,6.823600999999999,1.6553000211715698,1195,93,52724,1,-26.641934416629653,46.6769439336103,1,0,0.0,-26.9552252407529,-1.0,44.09649119426458,38.090636392010175,44.094863380075694,37.948133035386306,43.849298790636475,11.68264300269578,925.7505119164218,-0.7416741130522908,1.656076,0.053643517196178436
092232.71+071342.3,140.636318,7.228422,1.7138999700546265,1195,194,52724,1,-27.032614275272913,46.84891623661895,0,0,0.0,-26.812490243972693,-1.0,43.906404292849366,16.570658677814222,43.906404292849366,16.545425110571493,44.42133404442997,26.126526342966734,669.3564153746721,-0.8230966710712906,1.712112,0.04805977642536163
091942.54+065944.3,139.927253,6.995655999999999,1.964400053024292,1195,270,52724,1,-27.451746305173206,46.97210406474517,0,0,0.0,-26.818044280561164,-1.0,44.2416780179657,30.44929989172884,44.191767692231885,27.14357119135268,44.582763207653244,25.22781326283188,1107.2300181133548,-0.803790778963581,1.972718,0.04013990983366966
091942.34+063559.3,139.926422,6.599825999999999,1.9566999673843384,1195,296,52724,1,-27.527280347050826,46.781578465457756,0,1,20.15176636278656,-26.862953970604426,146.98299412891166,44.31093128253795,39.4517777389855,44.30834876931132,39.21787559416369,44.75931381225672,55.40121972146212,583.8428464290001,-0.7347427082007485,1.958335,0.041981641203165054
092914.36+074154.9,142.309846,7.698589,2.044300079345703,1195,613,52724,1,-27.22706673436292,46.892087016236516,0,0,0.0,-26.914044128972975,-1.0,44.05553327741502,22.98394523706955,44.04325238121921,22.343113002538523,44.47352016238189,23.107355199639027,423.4390076865164,-0.5332530054303177,2.051394,0.05614789202809334
092857.53+073927.0,142.23971799999998,7.65752,1.976699948310852,1195,629,52724,1,-27.598819276256652,47.0609001072708,0,0,0.0,-26.75482420923961,-1.0,44.340468144220374,33.02230126327562,44.32422862129159,31.81030346572767,44.72256646439422,28.3255621377218,316.4553449927634,-0.35379526192422617,1.979148,0.05104219913482666
083428.01+344516.0,128.616726,34.754453000000005,1.743399977684021,1197,15,52668,1,-26.559889762241387,46.66902313265939,0,0,0.0,-26.987378879451942,-1.0,43.84997522083046,21.66418430037406,43.84997522083046,21.66418430037406,44.45747879232223,34.275771829278625,1032.516512334477,-0.047296779501444064,1.748954,0.030906619504094124
083050.46+343856.8,127.710283,34.649125,1.7621999979019165,1197,60,52668,1,-27.34232448900391,46.9901141932576,0,0,0.0,-26.65982111259237,-1.0,44.27624851551779,27.24136987201131,44.272579204541756,27.01217980696187,44.73876219681527,29.0899854705748,434.13527171652595,-0.6256773937470825,1.76837,0.03957296535372734
083122.69+355815.2,127.844578,35.970894,1.94350004196167,1197,420,52668,1,-26.814508763745803,46.792825934035726,0,0,0.0,-26.997083408355525,-1.0,44.1049187707532,34.27823270859081,44.1049187707532,34.27823270859081,44.54619207604984,34.70816973115034,-272.6385649227256,-0.9308502246027714,1.954258,0.04026372358202934
083513.89+352430.7,128.807898,35.408541,1.8432999849319458,1197,554,52668,1,-27.393771031118426,46.964758718785504,0,0,0.0,-26.7157947207723,-1.0,44.32538201454317,32.20189301647004,44.318230446080214,31.675963536865215,44.68676880556823,28.98411213743461,829.6284899951995,-0.4815681513787169,1.844968,0.033040087670087814
083505.33+360910.6,128.772226,36.152963,1.8934999704360962,1197,572,52668,1,-26.97100535513977,46.78359179953349,0,0,0.0,-26.901404446548522,-1.0,44.102131308001404,28.805683010301735,44.08680672325887,27.80696514327516,44.69025902310788,43.429518434779396,605.2235302698758,-0.3823820269834073,1.90279,0.03667539358139038
085426.29+390402.4,133.609547,39.067356,1.7610000371932983,1198,200,52669,1,-26.80308926057749,46.67360447601375,0,0,0.0,-26.96076502400885,-1.0,43.961760269838535,27.010157570565063,43.95107640912261,26.35380068625606,44.5146328278643,33.49730045382262,669.3564153746721,-0.5776785685157932,1.764143,0.02548208460211754
085444.81+383002.2,133.686738,38.500624,1.6689000129699707,1198,201,52669,1,-26.55229106758894,46.69707463466608,0,0,0.0,-26.909298772204014,-1.0,43.7449375246936,15.73335499658147,43.70324328612527,14.293122087120555,44.32359607062156,21.267902499164332,402.0453330594685,-0.4098224481553032,1.671524,0.030439112335443497
084831.72+392300.2,132.13218500000002,39.383415,1.8597999811172485,1198,356,52669,1,-27.59674575611203,46.96355660407263,0,0,0.0,-26.72699671710853,-1.0,44.51592232017878,50.20780443962264,44.50425637979974,48.87708421229661,44.97021384231064,64.31392970351632,262.94917746483605,-0.5929633590068804,1.868091,0.030723607167601585
085811.82+402948.1,134.549252,40.496699,1.7405999898910522,1198,445,52669,1,-26.576385754043734,46.6026342473297,0,0,0.0,-27.021912715411805,-1.0,44.113733976402145,45.10685419554977,44.1088667984404,44.60415969004541,44.51269989358311,38.81876570629826,626.6026863016551,-0.8400859515432799,1.744036,0.01934492215514183
085844.34+402729.7,134.68475,40.458269,1.80840003490448,1198,532,52669,1,-27.60731448241363,46.88672454724469,0,0,0.0,-26.737110596172997,-1.0,44.43315729847153,47.62234110952517,44.36732324778961,40.92386947060423,44.67696838509129,35.85225855529281,-47.575165985787976,-1.417768303608696,1.809887,0.019301660358905792
090414.17+392440.4,136.05905,39.411226,1.7354999780654907,1199,28,52703,1,-26.66494527401323,46.68190775498489,0,0,0.0,-26.96706654214228,-1.0,43.953372980405014,26.594824228505498,43.935930375646045,25.547859526722647,44.43622291279457,33.99073406549241,348.55445754888416,-0.42905464182951647,1.738427,0.021542739123106003
090207.18+401653.5,135.529925,40.281546999999996,2.024399995803833,1199,502,52703,1,-26.654177574072207,46.73690541858874,0,0,0.0,-27.06780887017007,-1.0,44.2103494397128,47.34971756399811,44.19179653573273,45.36955178947383,44.62701568517819,46.02558092473679,1299.2646777192265,-0.901579849579079,2.024736,0.015623427927494049
090657.29+403131.1,136.73873700000001,40.52533,2.0020999908447266,1200,208,52668,1,-27.865034427923177,47.135528887021316,0,0,0.0,-26.63897646276389,-1.0,44.47645153603148,32.50433048399687,44.43577338895173,29.59804852787302,44.97566593380359,47.7947963544375,5.9864717610435285,0.050404956875688356,2.006505,0.018726158887147903
090302.92+400059.5,135.762169,40.016538,1.791200041770935,1200,282,52668,1,-26.707019328256496,46.59546183375216,0,0,0.0,-27.0388232461217,-1.0,44.013513472559964,35.99790232746119,43.920459301586455,29.055143404944413,44.16870587703952,24.120628136517496,241.54403382482252,0.014845346395695458,1.800628,0.020400576293468475
091625.56+414618.1,139.106515,41.771696999999996,1.6820000410079956,1201,136,52674,1,-26.535994891263353,46.64378442427759,0,0,0.0,-26.941326134241468,-1.0,43.78965541232437,19.246732262788097,43.76773192173676,18.29925943742647,44.33859417595019,23.915180222764494,1245.9341047631901,-0.43234073328773803,1.692212,0.017159637063741684
091954.75+421115.8,139.978156,42.187732000000004,1.885699987411499,1201,157,52674,1,-26.52966410850985,46.642030875000245,1,0,0.0,-27.077632530914325,-1.0,43.89663527523622,25.70247050403898,43.89437539204891,25.569073186142802,44.089352598471265,20.255078537120237,27.4084477430473,-1.5107409308165458,1.89279,0.01625855453312397
090954.83+420551.8,137.478476,42.097739000000004,1.7889000177383423,1201,301,52674,1,-26.37212494521382,46.52600908896509,0,0,0.0,-27.114826686856535,-1.0,43.715011108979944,21.38495721998913,43.54827845267572,14.570956165122812,44.29727800111801,26.65952519422646,-208.3175039132214,-1.125429325768117,1.797385,0.014367932453751564
091901.52+425435.9,139.756357,42.909988,1.7309000492095947,1201,454,52674,1,-28.63743971651621,47.494653359727934,0,0,0.0,-26.124001995832558,-1.0,44.759632476975206,25.560248972182446,44.73599541997828,24.26837830576035,45.24453268019015,30.367604758054554,1181.9248396337573,-0.5707691190054547,1.732869,0.016192102804780006
092136.86+424357.1,140.40361399999998,42.732551,1.791200041770935,1201,541,52674,1,-26.39470483653749,46.54104987808505,0,0,0.0,-27.079611117275444,-1.0,43.76843839679259,22.931115118619662,43.75884867584858,22.43031918320149,44.14471218393141,19.11246217354647,-47.575165985787976,-0.1706586970410413,1.81146,0.015859972685575485
094640.44+445245.1,146.668532,44.879215,1.9040000438690186,1202,29,52672,1,-27.43811368454937,47.04463083498163,0,0,0.0,-26.69561512755791,-1.0,44.199376332250836,21.608080321786808,44.173650298456955,20.365269037516956,44.6386624227886,23.16799348268659,166.61398424584243,-0.67883008990799,1.917898,0.009430191479623318
093755.89+452639.1,144.48289,45.444217,2.044100046157837,1202,464,52672,1,-26.81830357353131,46.81713248810741,0,0,0.0,-27.054404763372805,-1.0,44.03630607504418,30.189850408926368,44.02652423382473,29.51746927660404,44.66966817020967,49.472109828694315,680.0438929327199,-0.3236211635426187,2.044568,0.01414367463439703
075738.42+234219.8,119.41008500000001,23.705505,1.6858999729156494,1204,32,52669,1,-26.621396997296237,46.63962604794841,0,0,0.0,-26.972335038086577,-1.0,44.0376089978978,35.15544987915613,44.01090285242892,33.05875656226954,44.58004213865699,48.2891455938151,551.7689557867039,-0.731043807331524,1.68409,0.06393910199403763
075537.23+234204.6,118.905129,23.701279,1.8245999813079834,1204,112,52669,1,-28.609821776189563,47.38084643930075,0,0,0.0,-26.277810167836257,-1.0,44.749600472289735,32.41323352799465,44.74788398722497,32.285377821608066,45.09491991610002,28.345109039436988,647.9803146335415,-0.692615679323545,1.830937,0.06139124184846878
075212.19+235234.2,118.05080600000001,23.876179999999998,1.7493000030517578,1204,355,52669,1,-26.463040245554833,46.60599129633323,0,0,0.0,-27.045468119131645,-1.0,43.96926557670762,32.74637261144332,43.9098455579033,28.559012097993804,44.58928570165841,59.175599005197284,647.9803146335415,-0.9306928216221593,1.750668,0.06740093976259232
075349.78+240024.4,118.45744499999999,24.006791,1.9917000532150269,1204,398,52669,1,-27.734039078489786,47.098885407150746,0,0,0.0,-26.650421738129744,-1.0,44.270057763821335,21.096307390813084,44.270057763821335,21.096307390813084,44.76716135030796,27.994099887818802,-69.00250048822768,-0.6131346177583552,1.994908,0.06936334818601608
075831.98+241857.9,119.63325800000001,24.316111,1.7382999658584595,1204,555,52669,1,-27.10550330383207,46.83853707615857,0,0,0.0,-26.813235312029263,-1.0,44.00980561664878,21.14362861720473,44.0040849241757,20.86694298586915,44.64450022760581,42.31375213304977,166.61398424584243,0.06392537637332651,1.741321,0.04529682546854019
075948.62+253453.2,119.9526,25.581464,1.8062000274658203,1205,316,52670,1,-26.815733059642085,46.697474155262505,0,0,0.0,-26.975548707240442,-1.0,44.196888912920485,44.65720074692636,44.196888912920485,44.65720074692636,44.502758955582784,36.16899955392169,530.3844519454666,-0.6354549350089442,1.812117,0.03665228933095932
080157.20+260725.6,120.48836599999998,26.123797,1.6619000434875488,1205,349,52670,1,-27.359432754353964,46.9908598822774,0,0,0.0,-26.624132105377907,-1.0,44.078340542544865,17.418035416286244,44.078340542544865,17.418035416286244,44.83640268601624,39.37652532937178,-79.7167419520584,-0.2258718003842617,1.668601,0.03987681120634079
