SDSS_NAME,RA_1,DEC_1,PLATE,MJD,FIBERID,Z,usrid,separation_2,probability,name,ra_2,dec_2,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_avg_b,flux_aper_avg_lolim_b,flux_aper_avg_hilim_b,flux_aper_avg_w,flux_aper_avg_lolim_w,flux_aper_avg_hilim_w,Separation
000009.38+135618.4,0.03908584727383868,13.938451654145455,6177,56268,386,2.239,97,0.18024421460132936,0.5765112506912868,2CXO J000009.3+135618,0.039114848823714965,13.938493064713647,0.7899903040178322,0.7730185725804267,64.1712829770554,1.9487179487179596,TRUE,false,false,false,2.9529319268079E-15,1.243339758656E-15,4.6625240949599E-15,,,,2.9529319268079E-15,1.243339758656E-15,4.6625240949599E-15,,,,0.18025622514251846
000015.47+005246.8,0.06449700146913527,0.8796769976615906,685,52203,439,1.8516,174,0.3045487068637004,0.7708822726500456,2CXO J000015.4+005246,0.06450924791431589,0.8795932960161988,2.5597709314280594,1.8742222086595257,26.798362829957455,6.031108403446741,TRUE,false,false,false,4.6592282434639E-14,3.6238441893608E-14,5.694612297567E-14,,,,4.6592282434639E-14,3.6238441893608E-14,5.694612297567E-14,,,,0.3045333076471567
000026.29+134604.6,0.10958199948072432,13.767969131469727,750,52235,87,0.7676,303,0.20380905660660384,0.8560486519111425,2CXO J000026.2+134604,0.1095247751061379,13.767979876313253,2.7500312708493984,1.6650385381871657,92.06312701321337,8.365197609708357,TRUE,false,false,false,1.3817491788468E-13,1.1867902148479E-13,1.5652399684927E-13,,,,1.3817491788468E-13,1.1867902148479E-13,1.5652399684927E-13,,,,0.20379330256392536
000102.74+023503.2,0.2614516132118752,2.584228060715206,7852,56987,675,0.76488984,680,0.3907686070617523,0.37517056469883614,2CXO J000102.7+023502,0.2614176619322848,2.584124951311108,1.0786760013558863,0.8277148176547465,170.9809470520237,7.080626230213496,TRUE,false,false,false,1.2976443862228E-13,1.113987516261E-13,1.4813012561846E-13,,,,1.2976443862228E-13,1.113987516261E-13,1.4813012561846E-13,,,,0.3907599824045911
000104.46+024349.3,0.2686057288062784,2.7303831039362705,4277,55506,96,0.8959999999999999,698,1.020934686691602,0.8155159583012089,2CXO J000104.4+024350,0.26855924073470305,2.7306628690221073,10.710752786383061,10.555547938380546,22.90815979843086,3.5757575757575437,TRUE,false,false,false,7.312133137866E-14,3.4898817248906E-14,1.1134384550841E-13,,,,7.312133137866E-14,3.4898817248906E-14,1.1134384550841E-13,,,,1.0209332121781687
000106.87+023845.9,0.2786610863713577,2.6461103499661784,4296,55499,684,1.76,716,1.4218877851059961,0.5534658398350938,2CXO J000106.9+023846,0.27904403078724727,2.646208669415818,5.873520009647465,4.975823154462446,23.803282581434843,1.8378378378378621,MARGINAL,false,false,false,3.1956231106219E-15,6.1454290588883E-16,5.6537947341773E-15,,,,3.1956231106219E-15,6.1454290588883E-16,5.6537947341773E-15,,,,1.4218886612329447
000130.57+130847.3,0.3773839145674742,13.146474618937836,5649,55912,558,3.051,981,0.3392380385584599,0.34195808443106335,2CXO J000130.5+130847,0.377362251500017,13.146566460599995,0.8739105713397723,0.8739105713397723,0.0,3.874999999999956,TRUE,false,false,false,2.9687469129205E-15,2.1009593537591E-15,3.7908614426523E-15,,,,2.9687469129205E-15,2.1009593537591E-15,3.7908614426523E-15,,,,0.3392396571434845
000130.63+233443.5,0.3776292966981599,23.57877725531552,6513,56543,91,2.93,983,0.1517927908939412,0.767829546896023,2CXO J000130.6+233443,0.37761525094299486,23.578817393627478,1.2585766263171525,0.9967006742413596,100.46158163712695,8.269297821609092,TRUE,false,false,false,2.8722551066843E-14,2.4885194164515E-14,3.2334181092564E-14,,,,2.8722551066843E-14,2.4885194164515E-14,3.2334181092564E-14,,,,0.15174759885975203
000137.55+023041.2,0.4064626800239921,2.5114690778308395,7852,56987,715,1.6359932,1051,0.0821860800492538,0.9216769244702989,2CXO J000137.5+023041,0.4064556220976101,2.5114473706216205,2.04604801151483,1.179797160780869,86.826067707437,2.7027027027027075,TRUE,false,false,false,3.4910268829101E-14,2.2086088442901E-14,4.7734449215301E-14,,,,3.4910268829101E-14,2.2086088442901E-14,4.7734449215301E-14,,,,0.08216534568589069
000150.39+023830.2,0.4599938244359692,2.64173369285381,4296,55499,728,0.9490000000000001,1160,0.7028503608939968,0.5487119096565425,2CXO J000150.3+023830,0.45991004776078626,2.64191008272508,2.8688755315627295,1.9835538237139776,48.01826192483759,5.14285714285709,TRUE,false,false,false,7.0450769058015E-14,5.5705259255175E-14,8.4377083871809E-14,,,,7.0450769058015E-14,5.5705259255175E-14,8.4377083871809E-14,,,,0.7028487842382334
000151.58+232857.6,0.4649529354887818,23.482683483216015,7665,57328,396,0.88420063,1174,0.21391799191916913,0.4866998271273396,2CXO J000151.5+232857,0.4649557897936347,23.482742843824862,0.7528225836648441,0.7297949394253351,121.33770350055957,7.877576529036136,TRUE,false,false,false,2.288917030318E-14,1.9972362197922E-14,2.5634401461071E-14,,,,2.288917030318E-14,1.9972362197922E-14,2.5634401461071E-14,,,,0.21390590946759092
000151.95+232421.0,0.4664740067586308,23.40584257493122,6879,56539,644,2.033,1178,0.43257912674547533,0.388937516410245,2CXO J000151.9+232421,0.46648088977315183,23.405962568805467,1.2291197350040017,0.9891177051991982,4.606882538476441,5.200000000000078,TRUE,false,false,false,8.8948781105503E-15,6.9658683998286E-15,1.0823887821272E-14,,,,8.8948781105503E-15,6.9658683998286E-15,1.0823887821272E-14,,,,0.43257606226650863
000157.03+232715.5,0.4876252612031635,23.454311834062125,7665,57328,392,1.4876193000000002,1234,0.04975032149471864,0.8962196344521878,2CXO J000157.0+232715,0.4876103529180682,23.454313850447324,0.9335920572312131,0.8273780579390337,158.0574574027625,7.495554060988867,TRUE,false,false,false,2.672296104245E-14,2.3099071991576E-14,3.0346850093324E-14,,,,2.672296104245E-14,2.3099071991576E-14,3.0346850093324E-14,,,,0.049767738061178686
000201.99+004540.6,0.5083169937133789,0.7612800002098083,685,52203,555,1.4376,1299,0.6706616272971893,0.2403751926427259,2CXO J000201.9+004541,0.5083087182835015,0.7614661097559159,1.3986473977616185,1.1422006398898203,72.89464591916055,5.411764705882566,TRUE,false,false,false,9.9709801575795E-14,7.9767841260636E-14,1.1854387520678E-13,,,,9.9709801575795E-14,7.9767841260636E-14,1.1854387520678E-13,,,,0.6706562681773907
000208.17+232437.3,0.5340731464837063,23.410373960888553,6513,56543,90,2.25,1361,0.6639228458371162,0.20147967510921616,2CXO J000208.1+232438,0.5340770115451505,23.41055835011929,1.272747068568207,1.1212866528833543,166.70645757487463,8.97309091446616,TRUE,false,false,false,3.669178640218E-14,3.2259839401516E-14,4.1123733402844E-14,,,,3.669178640218E-14,3.2259839401516E-14,4.1123733402844E-14,,,,0.6639240294412543
000210.58+232608.3,0.5440957999503553,23.435660750984354,6513,56543,92,2.025,1392,1.0216885451797213,0.181229075028284,2CXO J000210.5+232608,0.5438065127702885,23.43576121887585,1.8713494701027744,1.48974169342377,179.06863090653428,6.495883132353364,TRUE,false,false,false,1.1728477461952E-14,8.8715406442972E-15,1.4435049183941E-14,,,,1.1728477461952E-14,8.8715406442972E-15,1.4435049183941E-14,,,,1.0216845660074747
000223.32+010101.2,0.5972043324071024,1.0170145810361004,4216,55477,876,2.289,1532,1.4907394838077972,0.7902711899743515,2CXO J000223.3+010100,0.5974843654987012,1.0167094909971746,13.72002275503698,6.574329038021218,96.75674659000465,2.2439024390243554,MARGINAL,true,false,false,2.865988229079E-14,1.3281408866463E-14,4.4038355715116E-14,,,,2.865988229079E-14,1.3281408866463E-14,4.4038355715116E-14,,,,1.49073807819235
000224.99+255023.6,0.6041575012969815,25.83988981601367,7666,57339,974,0.4358897,1546,0.5396133667799324,0.38602064654015433,2CXO J000224.9+255023,0.6039945794066739,25.83985870724933,1.523854243929503,1.0046731265706148,58.0042513033309,4.888888888888673,TRUE,false,false,false,3.23935674216E-14,2.5613518426381E-14,3.9173616416819E-14,,,,3.23935674216E-14,2.5613518426381E-14,3.9173616416819E-14,,,,0.5396251426125894
000225.52+255456.4,0.6063592830095104,25.915682831250802,7666,57339,970,1.6442900000000005,1550,0.8797436109241717,0.5916404709184155,2CXO J000225.5+255456,0.6065991537321338,25.915568070282525,4.014131828027162,2.1910570633762783,90.72703660317535,2.9189189189189073,TRUE,false,false,false,2.0255644586636E-14,1.2994187093314E-14,2.7134920106626E-14,,,,2.0255644586636E-14,1.2994187093314E-14,2.7134920106626E-14,,,,0.8797394444473515
000230.71+004959.0,0.6279739737510681,0.8330699801445007,387,51791,575,1.3542,1603,0.0068727452774991205,0.981266840927394,2CXO J000230.7+004959,0.6279737098710712,0.8330717172005591,0.7164499876148285,0.7158365879717307,64.94223982650627,11.073955873225525,TRUE,false,false,false,1.3909063902764E-13,1.2602014192933E-13,1.5216113612595E-13,,,,1.3909063902764E-13,1.2602014192933E-13,1.5216113612595E-13,,,,0.006325131034879101
000236.09+161312.6,0.6504057337251652,16.22018594213002,6172,56269,736,3.23,1645,0.8044107228868193,0.4485676266487034,2CXO J000236.1+161311,0.6504804277860217,16.219974316212245,2.598434387520708,1.5178165019236505,173.08978504495064,3.069767441860585,TRUE,false,false,false,3.111987241163E-15,7.0270679639164E-16,5.4208810007355E-15,,,,3.111987241163E-15,7.0270679639164E-16,5.4208810007355E-15,,,,0.8044161171059107
000244.88+005055.2,0.6870207300060827,0.8486847299527658,7862,56984,521,1.8431593999999998,1736,0.3402668354309634,0.4604472670875821,2CXO J000244.8+005055,0.68698338428959,0.8487715594519433,1.12846291638891,0.8461083557483191,139.1893883225091,3.314285714285691,TRUE,false,false,false,1.6178858781064E-14,1.1069745481781E-14,2.1287972080348E-14,,,,1.6178858781064E-14,1.1069745481781E-14,2.1287972080348E-14,,,,0.34026682112221635
000303.62+160419.8,0.7651041290109788,16.072171736646848,6172,56269,774,2.897,1925,0.11056365422534438,0.7420081728248342,2CXO J000303.6+160419,0.7651270511461803,16.072193114776383,0.8221032978561418,0.7321728772672639,92.3630459887408,7.034795533887242,TRUE,false,false,false,7.66433783977E-15,6.4365617533738E-15,8.8921139261661E-15,,,,7.66433783977E-15,6.4365617533738E-15,8.8921139261661E-15,,,,0.11050168262158422
000316.61+161345.8,0.8192403727047122,16.229405171068315,6172,56269,771,0.76,2062,0.9534060910684448,0.001752262165831464,2CXO J000316.6+161345,0.8194223971524366,16.22920619299978,0.7482282986087864,0.7199554125504667,12.107136920035174,29.85110940672237,TRUE,false,false,false,2.7311097413778E-13,2.6383234053677E-13,2.823896077388E-13,,,,2.7311097413778E-13,2.6383234053677E-13,2.823896077388E-13,,,,0.9534030951647856
000512.18+000802.9,1.3007830381393433,0.13415199518203735,1090,52903,413,1.1209,3252,1.8605906373166605,0.5637687201886856,2CXO J000512.1+000801,1.3004716716347957,0.13373948391058613,7.889692581872092,5.931621307190653,22.5739571411589,3.9473684210524653,TRUE,false,false,false,0.0,0.0,5.3982744355639E-14,,,,0.0,0.0,5.3982744355639E-14,,,,1.860591031661212
000529.05-000312.3,1.3710418050642377,-0.053435499383734326,7862,56984,352,0.9544301,3446,1.203276192075294,0.03441340335809573,2CXO J000529.0-000311,1.3711747793861946,-0.053128845429734506,1.3948700037811461,1.3948666174666609,0.0,4.61111111111073,TRUE,false,false,false,1.1397744219141E-14,7.4523712202079E-15,1.5123929829245E-14,,,,1.1397744219141E-14,7.4523712202079E-15,1.5123929829245E-14,,,,1.203277058933357
000535.23+000021.4,1.3968299627304075,0.005963999778032303,1090,52903,212,0.7362,3516,1.3839872950077927,0.07273869323689475,2CXO J000535.2+000022,1.3968788998093942,0.006345312530164246,1.889955466030905,1.424142275881301,25.776771948906685,6.494737376239819,TRUE,false,false,false,6.2280896921866E-14,5.1834658262287E-14,7.2727135581445E-14,,,,6.2280896921866E-14,5.1834658262287E-14,7.2727135581445E-14,,,,1.3839846508659825
000546.72-000556.2,1.4446732669728135,-0.0989672039084746,7862,56984,360,1.4604707000000001,3626,0.258747678695383,0.382081200895636,2CXO J000546.7-000556,1.4447032564863207,-0.09890188989789157,0.7246702901097537,0.7197913745818755,171.64425692905525,7.873078375801098,TRUE,false,false,false,3.13941406935E-14,2.7275286971411E-14,3.5270708902525E-14,,,,3.13941406935E-14,2.7275286971411E-14,3.5270708902525E-14,,,,0.2587317825390354
000550.58-000232.5,1.4607674640582218,-0.042370378415178614,7862,56984,320,1.2214503,3675,0.594450751846471,0.20969025743670644,2CXO J000550.5-000231,1.4607884519168692,-0.04220659227124375,1.1603718089201738,0.9271748570013245,178.3132728244367,3.166666666666765,TRUE,false,false,false,5.8041474188823E-15,3.5812824499487E-15,8.027012387816E-15,,,,5.8041474188823E-15,3.5812824499487E-15,8.027012387816E-15,,,,0.5944513657714071
000552.33-000655.6,1.4680541760058643,-0.11545741003148074,4216,55477,19,5.855,3689,0.34708384341110393,0.25444388081392555,2CXO J000552.3-000655,1.46811701267859,-0.11538428747238444,0.7456798749131277,0.7369698288607975,125.99563773478545,3.878787878787969,TRUE,false,false,false,5.6182607708269E-15,4.0525159658424E-15,7.1840055758115E-15,,,,5.6182607708269E-15,4.0525159658424E-15,7.1840055758115E-15,,,,0.34708443819963747
000553.62-000703.0,1.473454611243028,-0.11750478900167614,7862,56984,312,2.02,3704,0.36250066775197387,0.23613040653048956,2CXO J000553.6-000702,1.4735196955506922,-0.11742794658751032,0.7491872392930494,0.7361425644926116,83.47729994925362,7.002078813392369,TRUE,false,false,false,2.5858834542924E-14,2.2003312378605E-14,2.9714356707243E-14,,,,2.5858834542924E-14,2.2003312378605E-14,2.9714356707243E-14,,,,0.3625238594202801
000622.60-000424.4,1.5941979885101318,-0.07345499843358994,686,52519,238,1.0377,4002,0.6229149373826853,0.05055562228677779,2CXO J000622.6-000424,1.594324511113598,-0.07357303251626,0.7809338067942669,0.7574950137437417,40.52508732829054,25.417400176896663,TRUE,false,false,false,6.7803323107104E-13,6.5026893450526E-13,7.041643337212E-13,,,,6.7652199187916E-13,6.5130822239196E-13,7.0025259845536E-13,,,,0.6229143103873035
000634.26-000507.7,1.6427558171179726,-0.08548396354860256,7862,56984,305,0.616,4102,1.5052849816739835,0.12114917864017194,2CXO J000634.2-000509,1.6429078880527186,-0.08587346557092626,2.3789076313853625,1.9667371434036018,41.73855723290657,5.835834709581609,TRUE,false,false,false,2.6676495644853E-14,1.2125679838569E-14,4.1227311451136E-14,,,,3.5371534995666E-14,2.2401972163922E-14,4.834109782741E-14,,,,1.5052880002444224
000635.69-000721.0,1.6487200910811453,-0.12250984044631127,7862,56984,276,0.89107686,4125,1.1560398842335198,0.3104461078891273,2CXO J000635.7-000722,1.6488399108955036,-0.12280777078012903,2.790311221431781,2.2207247033772033,65.28688375710158,3.842105263157567,TRUE,false,false,false,2.3866005546807E-14,1.4142818101812E-14,3.3589192991803E-14,,,,2.3866005546807E-14,1.4142818101812E-14,3.3589192991803E-14,,,,1.1560384547140157
000643.70-001200.3,1.6821243264931809,-0.2001063194927633,4217,55478,339,3.108,4197,1.0867677197421357,0.12886328817120107,2CXO J000643.7-001159,1.6822586112803606,-0.19983594990649015,1.752892840005908,1.181345546724867,175.6571813794093,2.9142857142855645,TRUE,false,false,false,3.0442844942866E-14,1.9483420763434E-14,4.0793412223441E-14,,,,3.0442844942866E-14,1.9483420763434E-14,4.0793412223441E-14,,,,1.0867701655927668
000650.07+020400.1,1.7086544845586218,2.0667047124507216,7852,56987,979,1.1177373,4270,1.4092614048601129,0.12529290123813064,2CXO J000650.0+020401,1.7084951265284758,2.0670623146891844,2.251852026605217,1.3619284240844696,56.79465426831152,4.315789473684034,TRUE,false,false,false,5.9973586561513E-14,4.5434535273874E-14,7.4512637849153E-14,,,,5.9973586561513E-14,4.5434535273874E-14,7.4512637849153E-14,,,,1.4092577393024415
000654.10-001533.3,1.7254499182721192,-0.2592746353653733,4217,55478,290,1.7209999999999999,4306,0.14501329673346414,0.6229558730391759,2CXO J000654.1-001533,1.7254607347945807,-0.25923582932346284,0.7219536746546314,0.7198438707988731,100.8978533307203,5.576859773143467,TRUE,false,false,false,5.3703057717137E-14,4.4031618910604E-14,6.3374496523671E-14,,,,5.3703057717137E-14,4.4031618910604E-14,6.3374496523671E-14,,,,0.14502700204924376
000654.88-001351.6,1.7286778489957104,-0.23100053382323074,4217,55478,294,2.572,4317,0.303040530417886,0.34288414426233804,2CXO J000654.9-001351,1.728753972960817,-0.2309645952575003,0.7821606845634415,0.7640391059069719,37.45208763987321,3.02857142857144,TRUE,false,false,false,1.2643056625964E-14,8.2666139477457E-15,1.6776363599837E-14,,,,1.2643056625964E-14,8.2666139477457E-15,1.6776363599837E-14,,,,0.30304953937062834
000656.08+015928.0,1.733675574608924,1.9911338655662376,7853,56988,520,0.9250579,4330,1.2449878952800275,0.21934142923778233,2CXO J000656.0+015929,1.7337426707634904,1.9914731314504168,2.48187421785372,2.043680348478089,54.71945897504668,3.2571428571429304,TRUE,false,false,false,3.3480035821432E-14,2.2109457617927E-14,4.4850614024937E-14,,,,3.3480035821432E-14,2.2109457617927E-14,4.4850614024937E-14,,,,1.2449849270073003
000659.29-001740.9,1.7470450401306152,-0.2946960031986237,686,52519,190,2.0364,4352,0.12787739476630777,0.7094045272975867,2CXO J000659.2-001740,1.7470513650839052,-0.2946610394295635,0.8399507000471995,0.7889552346778095,109.77107072077177,4.111111111111096,TRUE,false,false,false,2.9169623624426E-14,2.1977113689636E-14,3.6362133559216E-14,,,,2.9169623624426E-14,2.1977113689636E-14,3.6362133559216E-14,,,,0.12791246941506235
000701.61-001017.6,1.756712813348031,-0.17156852221021007,4217,55478,296,1.7109999999999999,4379,0.3876008987369389,0.6420798549550432,2CXO J000701.6-001017,1.7568198029945847,-0.1715564660777279,2.0412474619942462,1.236334859068989,35.11368034707465,3.4857142857142094,TRUE,false,false,false,3.1575883429445E-14,2.2103118400612E-14,4.0522383734455E-14,,,,3.1575883429445E-14,2.2103118400612E-14,4.0522383734455E-14,,,,0.3875986802129623
00077.244+020354.0,1.7801833338454571,2.0650036457995657,7853,56988,514,1.376506,4443,0.1253781642939324,0.7470919461854297,2CXO J000707.2+020354,1.7802097014896958,2.0650264003761585,0.9516814227923739,0.9516764594979679,0.0,4.387096774193315,TRUE,false,false,false,2.5890210869124E-14,1.9798396546977E-14,3.1982025191271E-14,,,,2.5890210869124E-14,1.9798396546977E-14,3.1982025191271E-14,,,,0.12533588544839075
000716.54+015839.0,1.8189498332773155,1.9775193822020567,7853,56988,517,1.6756634999999998,4521,0.9602482039925242,0.5406200882200056,2CXO J000716.5+015839,1.8187806958943042,1.9777257193271243,3.841473863854178,2.844201081646352,22.350351433507598,2.1111111111110756,TRUE,false,false,false,5.654792809033E-15,2.5981480473935E-15,8.5586053325905E-15,,,,5.654792809033E-15,2.5981480473935E-15,8.5586053325905E-15,,,,0.9602516358602298
000718.43-000519.3,1.8268109974057445,-0.08871642349852231,7862,56984,267,1.0994099,4548,1.7136994309066709,0.44685395871078026,2CXO J000718.4-000521,1.8267263860482217,-0.0891848718261415,5.514802500070135,3.7981519002855526,49.25227080702706,3.8750000000002487,TRUE,false,false,false,7.0067102461658E-14,4.8796732071512E-14,9.1337472851805E-14,,,,7.0067102461658E-14,4.8796732071512E-14,9.1337472851805E-14,,,,1.713701720487749
000733.73+020127.3,1.8905730956035995,2.0242742680394548,7852,56987,77,1.6751099999999999,4706,0.11267949197682511,0.8219455669750597,2CXO J000733.7+020127,1.8905571252381606,2.0243011731434484,1.2255906707646629,0.8701134362271143,171.7960776027658,3.5151515151513517,TRUE,false,false,false,2.7401622552585E-14,1.9370112494069E-14,3.4960690842954E-14,,,,2.7401622552585E-14,1.9370112494069E-14,3.4960690842954E-14,,,,0.1126183896857487
000836.82+192154.8,2.1534370762938124,19.365222387139912,7594,56947,280,1.4700801000000001,5328,0.09873817471896851,0.7678339325989764,2CXO J000836.8+192154,2.153443605135749,19.365195671351604,0.8186948469559663,0.7343759056076407,113.74523811770216,6.6208252488680515,TRUE,false,false,false,3.7691853514783E-14,3.1294801462431E-14,4.4088905567136E-14,,,,3.7691853514783E-14,3.1294801462431E-14,4.4088905567136E-14,,,,0.09869991935333043
000856.79+155045.8,2.2366559505462646,15.84605884552002,751,52251,615,1.6904,5530,0.06373521772024685,0.8630671968212575,2CXO J000856.7+155045,2.236660025858555,15.846041576943772,0.904544142775946,0.7632845016378097,75.05064910473385,4.888888888888912,TRUE,false,false,false,4.5911738076339E-14,3.5265537942695E-14,5.589255070163E-14,,,,4.5911738076339E-14,3.5265537942695E-14,5.589255070163E-14,,,,0.0637488362052986
000900.04+192348.1,2.250169187177562,19.396702585416172,6174,56243,480,1.25,5557,0.12458450403476695,0.6837835822285876,2CXO J000900.0+192348,2.250188882767418,19.396731781082835,0.7487079224766291,0.7217508251854647,59.53567003078024,10.677626296609768,TRUE,false,false,false,7.4671772460473E-14,6.6995232561375E-14,8.234831235957E-14,,,,7.4671772460473E-14,6.6995232561375E-14,8.234831235957E-14,,,,0.12457861986190166
000921.51+192222.2,2.3396567552807137,19.37283941477312,7594,56947,238,1.8321879,5764,0.5247555928911495,0.5647206153496109,2CXO J000921.5+192222,2.3397446606544463,19.372959290917617,2.230629285569091,1.2569956120304357,61.709439291149124,5.575757575757114,TRUE,false,false,false,3.6221771821752E-14,2.6018455815625E-14,4.5914922027574E-14,,,,3.6221771821752E-14,2.6018455815625E-14,4.5914922027574E-14,,,,0.5247531541962492
000937.97+124831.0,2.4082408626774168,12.808637777506275,5649,55912,928,0.853,5942,0.3090596447817268,0.6886215174599489,2CXO J000937.9+124831,2.4081572876945643,12.808664779489787,1.8878299120629496,1.0723605909343765,176.2529932716561,5.709351271026836,TRUE,false,false,false,5.11534623061E-14,4.2139389950784E-14,6.0167534661417E-14,,,,5.11534623061E-14,4.2139389950784E-14,6.0167534661417E-14,,,,0.30906770592304333
001115.23+144601.8,2.8134867902183487,14.767168123081207,6178,56213,281,4.9639999999999995,6934,0.04389957639994918,0.8809413119355571,2CXO J001115.2+144601,2.81347576018743,14.767174006918873,0.7174382367721764,0.7124236149269565,1.660582311198425,9.986802719507478,TRUE,false,false,false,2.4663205942474E-13,2.2279588290436E-13,2.7046823594512E-13,,,,2.4663205942474E-13,2.2279588290436E-13,2.7046823594512E-13,,,,0.04385160553035246
001133.74-072206.1,2.8905854332853664,-7.368364127513367,7149,56593,736,2.677,7148,0.11351478504033277,0.7170029179495262,2CXO J001133.7-072206,2.8905608978787996,-7.368384181096987,0.7665696281632712,0.7358088305600886,75.52113331484657,6.987491596315071,TRUE,false,false,false,2.8332967617887E-14,2.402442734303E-14,3.2388064347164E-14,,,,2.8332967617887E-14,2.402442734303E-14,3.2388064347164E-14,,,,0.1135131528742845
001247.12+001239.5,3.196336030960083,0.21097399294376373,389,51795,387,2.1538,7962,1.463462310349329,0.662156136815709,2CXO J001247.1+001238,3.1964002850120323,0.21057258535932932,8.198434552900963,4.771832917346617,1.020686039340319,2.702702702702671,MARGINAL,false,false,false,9.8365915861131E-15,3.8828650997815E-15,1.5531460399126E-14,,,,9.8365915861131E-15,3.8828650997815E-15,1.5531460399126E-14,,,,1.463463435507113
001250.49+001204.0,3.2104014120997686,0.2011214809344291,7864,56979,515,2.199,8003,1.6377767858715675,0.24487334014852735,2CXO J001250.5+001205,3.210573219988703,0.20154273052180072,3.4482792479018762,3.448280617704461,0.0,3.58823529411747,TRUE,false,false,false,2.7369408683732E-14,1.8074137810012E-14,3.6148275620024E-14,,,,2.7369408683732E-14,1.8074137810012E-14,3.6148275620024E-14,,,,1.6377776595429192
001306.14+000431.8,3.2756238136244558,0.0755160668474533,4217,55478,20,2.164,8185,0.17736477106374118,0.5635237497554495,2CXO J001306.1+000431,3.275673036219075,0.0755139498130504,0.751629514205725,0.7363350344942547,110.97017115079498,3.647058823529365,TRUE,false,false,false,2.0770895929422E-14,1.5075650271355E-14,2.6466141587489E-14,,,,2.0770895929422E-14,1.5075650271355E-14,2.6466141587489E-14,,,,0.17736500543547265
001314.03+000313.0,3.308495100000016,0.053634454000000005,7862,56984,32,0.8717942,8268,0.2973127682812784,0.3779891591984632,2CXO J001314.0+000313,3.3085548762650774,0.05369144637275238,0.8255606146373893,0.7447227605595562,90.55103039584536,5.724762206232323,TRUE,false,false,false,5.4308764210069E-14,4.5275785824295E-14,6.2777181446732E-14,,,,5.4308764210069E-14,4.5275785824295E-14,6.2777181446732E-14,,,,0.297328820494826
001317.46-000635.8,3.3227601051330566,-0.10995899885892868,686,52519,33,0.6812,8306,0.6138558181983971,0.690593173094297,2CXO J001317.4-000635,3.322811358756894,-0.10979636967713978,3.77482704823354,2.2659936246789694,97.43056366545925,7.149591211037922,TRUE,false,false,false,1.3484200966002E-13,1.1328368816321E-13,1.5640033115682E-13,,,,1.3484200966002E-13,1.1328368816321E-13,1.5640033115682E-13,,,,0.613851992616593
001423.72-010201.5,3.5988560065762836,-1.033764940896566,7863,56975,920,1.561,8970,1.0127358050991278,0.5206437535087154,2CXO J001423.7-010202,3.599075573565017,-1.0339408517303017,3.8592410224202935,2.5121349686973136,61.23824608032942,3.6969696969697265,TRUE,false,false,false,4.2886492050423E-14,3.2329817084165E-14,5.3443167016681E-14,,,,4.2886492050423E-14,3.2329817084165E-14,5.3443167016681E-14,,,,1.0127369421572363
001438.28-010750.1,3.6595108756427024,-1.1306094301483125,4218,55479,218,1.8,9119,1.374738043005502,0.16191755141509823,2CXO J001438.3-010751,3.659626106642122,-1.1309735082808017,2.407151340500487,1.6707252198110307,65.36039653474833,7.413574182212538,TRUE,false,false,false,8.1783100372498E-14,6.9694161354895E-14,9.3160925330242E-14,,,,8.1783100372498E-14,6.9694161354895E-14,9.3160925330242E-14,,,,1.374737663699963
001443.18+171355.0,3.679940923433662,17.231967167680928,6111,56270,145,0.695,9175,0.369111852955072,0.8021002179649801,2CXO J001443.1+171355,3.6798621530668925,17.232036827200897,3.604888484553832,1.8528956948579913,73.84887426916771,6.775687375067037,TRUE,false,false,false,7.7366224998905E-14,5.5261589284932E-14,9.836562892718E-14,,,,7.7366224998905E-14,5.5261589284932E-14,9.836562892718E-14,,,,0.3691131548862788
001444.32-010328.2,3.684692748891136,-1.057839478142847,7864,56979,443,2.6650057,9190,0.6272072009435585,0.279397490205061,2CXO J001444.3-010328,3.6848372298680374,-1.057936872925156,1.4196277153384942,1.1153480984156063,39.20638715877092,4.0,TRUE,false,false,false,6.3323862215518E-15,4.4437798045978E-15,8.2209926385059E-15,,,,6.3323862215518E-15,4.4437798045978E-15,8.2209926385059E-15,,,,0.6271999801414376
001447.40-005309.6,3.697531561231187,-0.8860016211994257,7864,56979,407,1.4920447000000001,9220,1.2130346740872366,0.03842695271025898,2CXO J001447.4-005310,3.697776146870524,-0.8862334196926259,1.436568829789062,1.3074562916490202,175.2779074439124,4.193548387096756,TRUE,false,false,false,1.0368221920695E-14,6.7088494780966E-15,1.382429589426E-14,,,,1.0368221920695E-14,6.7088494780966E-15,1.382429589426E-14,,,,1.2130363806642113
001504.34-005439.1,3.768124103546143,-0.9108880162239076,687,52518,204,0.6495,9407,0.6671520788699955,0.030424168039556165,2CXO J001504.3-005439,3.768150804579591,-0.9110713996620939,0.7558282653686309,0.7461927879699576,139.62891498042598,14.749040258006614,TRUE,false,false,false,1.494735421612E-13,1.3928627262674E-13,1.5966081169566E-13,,,,1.494735421612E-13,1.3928627262674E-13,1.5966081169566E-13,,,,0.6671398390390675
