SDSS_NAME,RA_1,DEC_1,PLATE,MJD,FIBERID,Z,usrid,separation_2,probability,name,ra_2,dec_2,err_ellipse_r0,err_ellipse_r1,err_ellipse_ang,significance,likelihood_class,conf_flag,sat_src_flag,streak_src_flag,flux_aper_b,flux_aper_lolim_b,flux_aper_hilim_b,flux_aper_w,flux_aper_lolim_w,flux_aper_hilim_w,flux_aper_avg_b,flux_aper_avg_lolim_b,flux_aper_avg_hilim_b,flux_aper_avg_w,flux_aper_avg_lolim_w,flux_aper_avg_hilim_w,Separation
150815.45+560012.5,227.06438718560256,56.00347370353826,8416,57894,108,0.9807009100914001,24021,0.9412500040076971,0.09137850329487507,2CXO J150815.3+560012,227.06396985205447,56.003591636444796,1.366042451704471,1.0443597206971036,170.82168234516632,13.059211120739867,TRUE,false,false,false,1.7504383517284E-13,1.6135497661054E-13,1.8873269373515E-13,,,,1.7504383517284E-13,1.6135497661054E-13,1.8873269373515E-13,,,,0.941245122291015
150833.21+571109.2,227.13840791703495,57.18589459785201,8416,57894,888,1.3985658884048462,24152,0.7779814083732502,0.5999025286000382,2CXO J150833.2+571108,227.1385237978202,57.185687816927796,3.6304676977124823,2.998874499617987,124.7005858162969,7.71012733138068,TRUE,true,false,false,1.0964734509837E-14,6.4976204502736E-15,1.5228797930329E-14,,,,1.0964734509837E-14,6.4976204502736E-15,1.5228797930329E-14,,,,0.7779824482040602
150925.59+565729.3,227.35664758416098,56.95815969746491,8416,57894,898,1.626,24635,0.11309790965112561,0.8100349753479582,2CXO J150925.6+565729,227.3567051221695,56.95815828629182,1.1516522894762344,0.8515006873195012,85.13687899438463,10.665660870122485,TRUE,false,false,false,1.7589389216067E-14,1.5811918522475E-14,1.9262302810037E-14,,,,1.7589389216067E-14,1.5811918522475E-14,1.9262302810037E-14,,,,0.1130558334520898
150934.50+571005.2,227.39377469155104,57.16811409001746,8416,57894,890,1.924390435218811,24714,1.3827307634344315,0.010509485593062196,2CXO J150934.6+571006,227.39422538551298,57.16841043020538,1.3262233103611034,1.0352015380331776,130.57973733228565,7.103711935822373,TRUE,false,false,false,8.6385379782753E-15,6.8092005240523E-15,1.0467875432498E-14,,,,8.6385379782753E-15,6.8092005240523E-15,1.0467875432498E-14,,,,1.3827308745668716
151011.94+074342.0,227.54975468702838,7.728352958232974,5487,55982,367,0.338,25057,0.233309204497291,0.5083947219619767,2CXO J151011.9+074342,227.54970156991965,7.728390768024896,0.8635527161470649,0.798695799048633,135.56685403697804,5.085714285714362,TRUE,false,false,false,6.5710682216735E-14,5.2420881318968E-14,7.8262160842404E-14,,,,6.5710682216735E-14,5.2420881318968E-14,7.8262160842404E-14,,,,0.23330624360559435
151044.23+111553.5,227.68430407166971,11.264885867878927,5485,56063,851,0.415,25330,1.739953255328047,0.3709911440341809,2CXO J151044.3+111552,227.68474738712405,11.264674752087526,4.761161145144389,4.76116412138977,0.0,5.646893430616017,TRUE,false,false,false,1.2299314193786E-13,9.0732645691862E-14,1.5525363818385E-13,,,,1.2299314193786E-13,9.0732645691862E-14,1.5525363818385E-13,,,,1.7399553879241278
151123.54+054041.4,227.84808428807472,5.678167864299674,4878,55710,402,0.923,25685,0.7198819304531853,0.023304744984494974,2CXO J151123.4+054041,227.84790373100907,5.678080083410446,0.7783771630903463,0.7716363835282312,21.225076183574515,16.337922616695273,TRUE,false,false,false,5.9670477568205E-14,5.6183501889374E-14,6.3157453247035E-14,,,,5.3611578693829E-14,5.0651707954541E-14,5.6571449433118E-14,,,,0.7198848432841165
151154.54+565926.2,227.97728423619293,56.99061399425787,8422,58219,516,1.1429150104522705,25942,0.32597395349948116,0.3975290577396412,2CXO J151154.5+565925,227.9771695874814,56.990548434211526,0.9431810655752433,0.8141473877411662,1.703791557125271,4.062499999999772,TRUE,false,false,false,4.3930026587569E-14,3.3116481581398E-14,5.474357159374E-14,,,,3.0842221672149E-14,2.3943303666537E-14,3.7741139677761E-14,,,,0.3259763242500003
151211.94+571115.2,228.04978880958356,57.18756434815359,8416,57894,966,1.53,26068,0.25120800651967307,0.5315856868189647,2CXO J151211.9+571115,228.04990251964603,57.187531607582024,0.9829332906557973,0.8140545547795225,102.75058291252671,4.210526315789641,TRUE,false,false,false,3.3172358850538E-14,2.5006855133483E-14,4.1337862567594E-14,,,,3.3172358850538E-14,2.5006855133483E-14,4.1337862567594E-14,,,,0.25119586160702523
151307.90+364029.4,228.2829502457069,36.67483608573759,10746,58257,757,0.5593117475509644,26545,1.500627379604225,0.22793473872387326,2CXO J151307.9+364030,228.28311433326235,36.675231607781704,3.0474626748488807,1.601069994918372,88.18791070116669,13.946185832264742,TRUE,false,false,false,2.887576595484E-13,2.6449990495713E-13,3.1301541413968E-13,,,,2.887576595484E-13,2.6449990495713E-13,3.1301541413968E-13,,,,1.5006315438229103
